onset_to_impact_s,acc_m_peak,acc_m_peak_time_s,acc_m_median_abs,gyro_m_peak,gyro_m_peak_time_s,gyro_m_median_abs,orientation_change_peak,orientation_change_peak_time_s,orientation_change_median_abs,AccX_peak_abs,AccX_median_abs,AccY_peak_abs,AccY_median_abs,AccZ_peak_abs,AccZ_median_abs,GyrX_peak_abs,GyrX_median_abs,GyrY_peak_abs,GyrY_median_abs,GyrZ_peak_abs,GyrZ_median_abs,EulerX_peak_abs,EulerX_median_abs,EulerY_peak_abs,EulerY_median_abs,EulerZ_peak_abs,EulerZ_median_abs,subject,task_id,trial_id,description,direction,context
0.78,4.88052179587388,0.0,0.9678496784108579,365.64897968213216,-0.05999999999999994,16.398214111331992,71.9363746518745,0.010000000000000009,56.25421298652334,0.7120000000000001,0.062,3.418,0.3,3.612999999999997,0.8060000000000007,364.85965439999984,10.828906200000022,48.35765519999999,6.474425399999944,33.632634599999975,2.1199446,50.24268701999999,34.88168304,13.21241148,8.45686008,53.60595048,50.867211239999996,6,20,1,Forward fall when trying to sit down,forward,sitting
0.8799999999999999,3.914889781334846,0.0,0.9624349328655938,363.0599940991647,-0.05999999999999994,15.637975198640483,69.84588264356611,0.010000000000000009,61.52160459376416,0.5459999999999968,0.02599999999999992,2.815999999999998,0.3140000000000009,3.478,0.7629999999999995,362.51052660000005,11.860230600000015,38.1590028,4.640959800000033,45.378273599999915,3.437747999999993,69.99254927999999,7.752121740000005,4.0221651599999975,0.716197500000001,26.03521152,23.97256272000001,6,20,2,Forward fall when trying to sit down,forward,sitting
0.76,4.942412568776508,0.0,0.9654123471346323,368.5378450503849,-0.04999999999999993,16.25828269941115,67.55070992358236,0.020000000000000018,64.05822283484476,0.8469999999999953,0.03500000000000027,2.899,0.3620000000000241,3.996,0.799,366.9223031999997,8.708961599999993,55.920700799999956,3.3231563999999985,31.054323599999726,2.4637194,74.55329496,4.812847199999991,3.7643340599999986,1.0198652400000021,24.37363332,22.62038184,6,20,3,Forward fall when trying to sit down,forward,sitting
0.8,4.808519210734215,0.0,0.9810056065079342,371.7754398454483,-0.040000000000000036,13.810783864440072,67.04265899012407,0.1200000000000001,63.77250617336516,0.48099999999999543,0.04999999999999956,2.9519999999999773,0.379,3.996,0.8400000000000014,371.7351504,9.740286000000104,22.345361999999806,5.672284200000032,28.64789999999998,2.6356068,68.80652622,6.00459984,2.291832,1.0599723,27.072265500000004,25.35912108,6,20,4,Forward fall when trying to sit down,forward,sitting
0.95,4.831328181773621,0.0,0.9731361672448519,382.6266460903342,-0.040000000000000036,17.36147830686971,47.33438069097709,0.030000000000000027,45.39414287267505,0.936,0.033,2.66,0.256,3.996,0.621,378.5533506,7.849524599999729,46.409598,5.901467399999992,46.98255599999933,2.979381599999991,48.7873737,2.6298772199999987,7.001546759999995,1.65011904,26.13261438,23.53138506,6,20,5,Forward fall when trying to sit down,forward,sitting
0.3900000000000001,2.919614700606914,0.0,0.9826138610868463,496.95557297447186,0.07000000000000006,37.211846725895555,111.57998450325857,1.0,36.86545593190974,0.23899999999999996,0.03499999999999952,2.112,0.4079999999999949,2.5669999999999598,0.7309999999999998,495.6659657999985,34.49207160000008,44.06047019999959,6.932791800000197,22.517249399999997,4.06800180000004,150.8025456,76.07163366,5.88427866,1.70168526,62.00551475999999,59.15218392000001,6,21,1,Backward fall when trying to sit down,backward,sitting
0.3900000000000001,3.9277101471468083,0.0,0.9371285930970197,479.49272496076173,0.07000000000000006,21.197974840575025,253.42600358043433,0.98,44.34461197833573,0.401,0.066,2.817,0.342,2.821,0.698,477.846972,16.730373599999954,42.79996259999958,4.3544808000000135,35.695283399999994,1.5469865999999988,179.88589368,118.18404666,6.451507079999999,3.99351726,52.75797264000001,51.18233814,6,21,2,Backward fall when trying to sit down,backward,sitting
0.40000000000000013,4.3367066997896,0.0,0.920404802247359,540.583698973751,0.1100000000000001,39.29197082329066,238.73719707084354,0.44999999999999996,49.9709869268718,0.6,0.067,3.4360000000000004,0.3959999999999999,2.731999999999994,0.652,538.8669989999986,37.757932200000006,33.116972399999746,4.239889199999993,32.715901799999926,2.0053530000000044,179.90881199999995,108.74742840000002,5.2139178,3.77006364,47.4695703,43.49324178,6,21,3,Backward fall when trying to sit down,backward,sitting
0.3700000000000001,5.1394027863167135,0.0,0.9331243218349814,476.43673683253155,0.06000000000000005,35.336740471215236,252.54941151018664,0.6100000000000001,48.38288479033768,0.4499999999999976,0.047999999999999966,3.846999999999995,0.4019999999999988,3.618,0.6600000000000011,474.63840719999877,33.689930399999746,36.95579099999963,5.786875800000031,42.284300399999466,2.6356068000000143,179.94318948,121.01445918,5.059219139999999,2.343398220000002,43.19530362,39.52837242,6,21,4,Backward fall when trying to sit down,backward,sitting
0.6599999999999999,3.0679066152671597,0.0,0.9811641045207474,345.5865842727918,-0.030000000000000027,69.00921745249266,308.4183498646138,0.18999999999999995,119.13137788945907,2.891,0.7279999999999981,1.2429999999999974,0.39800000000000013,0.9489999999999986,0.318,173.26249919999995,15.813640799999956,266.998428,50.76407879999999,258.8624244,30.93973200000001,179.63379215999998,85.83483798,81.64078542,56.6368983,178.45349868,79.16560686,6,22,1,lateral fall when trying to sit down,lateral,sitting
